Text,v3
"Dear Candidate, We were impressed by your background, skills, experience and have just been recommended to have an aptitude and interview session with the Human Capital Management team of DPP- Resources. Date: THURSDAY 25 OCTOBER, 2018. Time: 9 am prompt Venue: Number 2, Akin Osiyemi street, Opposite Sterling bank/Canon, Mr Biggs B/stop, Allen Avenue, Ikeja. We look forward to meeting you and having a good working relationship with you in our team. Note: For proper documentation and accreditation: * Please bring a copy of your updated CV AND * a print out of this invitation email to the interview. We wish you the very best in your pursuit Best regards, Human Capital Management Department (Kindly acquaint yourself with the organization",spam
YOUR INTERVIEW IS SET FOR TOMORROW 7am IN JOBURG.AT NO; 155 COMMISSIONER & VON WELLEIGH(ILPA HOUSE) 2ND FLR OFFICE NO:201.COME WITH YOUR CV.REF: KELLY,spam
"Dear Applicant, Based on referral, you're invited for interview at 161 Ikorodu Road, Onipanu, Lagos on Tuesday 3rd May, 2016. Time: 9:00am. HR:090-5609-6081",spam
"After a critical evaluation of your psychological assessment you've been invited for the final phase on Sat 11/10/14 by 8am.Acknowledge, if u get d text. BOSS",spam
"Hello, we are offering a part time work from home other with attractive weekly swary do got to me for more details if you have Interest. 30 mins is enough for each day job and it can be completed anytime from 6pm. KINDLY EMAIL bACK WITH YOUR ALTERNATE EMAIL THANKS",spam
"Hello there Mr/Mrs xxxx
Following the recent recruitment excercise in our company, Im happy to announce to you that you have been hired. The annual salary for the job is $x00,000,000 dollars.You are hereby required to visit our website to accept the offer and fill a form.  We look forward to your response.
Thank you.",spam
BVN ALERT: Dear customer your ATM & ACC******T has been blocked due to BUN system error. To Re-activate please call 09033989440 before 24hours.,spam
"BVN ALERT:Dear customer, your ATM card and ACC*****has been DE-ACTIVATED due BVN system error to RE-ACTIVATE please call 08106942082 before 24hours.",spam
BVN ALERT:Dear Customer your ATM card and Account has been Blocked Due to BVN system error:quickly call our helpline 08142878309 for Assistance under 24hour.,spam
"customer,CENTRAL BANK OF NIGERIA has BLOCK your ACCT/ATM CARD due to your incomplete BVN registration call customer care 08104094720 to Reopen within 24hr",spam
Dear customer your ATM CARD & ACCT:*****has been Blocked DUE to BVN System error; quickly call our Customer care line 08141274755 to reactivate it under 24hours,spam
bvnBVN ALERT:DEAR CUSTOMER YOUR ATN CARD AND ACCOUNT HAS BEEN BLOCKED DUE TO BVN SYSTEM ERROR QUIKLY -CALL OUR HELPLNE-09032149115 FOR ASSISTANCE,spam
"Dear account holder,CBN has block your ACCT/ATM due to incomplete BVN registration contact our customer care on 08165569908.",spam
"Dear customer your ATM CARD ACCT** has been BLOCKED due to our BVN system error,kindly call our help line on 08149719909 to Re-activate it under 24hours",spam
& ACCT**** has been BLOCKED due to BVN system error call our helplaine>>08135071572 to reopen it within 24hours!!,spam
"Dear Valued customer, Due to the new BVN policy by the CBN.Your ATM card has just been Deactivate to Reactivate kindly call our customer care:07015165587 Thanks",spam
bvnBVN ALERT:DEAR CUSTOMER YOUR ATN CARD AND ACCOUNT HAS BEEN BLOCKED DUE TO BVN SYSTEM ERROR QUIKLY -CALL OUR HELPLNE-09032149115 FOR ASSISTANCE,spam
bank Atm Card has been de_activated to re_äctiväté cäll Mr Daniel on 08161266222,spam
Déar customer due to system upgrade your bank Ätm Card has been de_activated to re_activätè call mr Ben 08139144612 thanks,spam
Dear customer your ATM CARD & Acct ***** has been BLOCKED due to BUN system error call our helplaine>09068645993 to reopen it within 24 hours!!,spam
Dear customer CBN has BIOCKED your ACCT & ATM card due to incomplete BVN registration kindly call our customer care 08109527145,spam
CARD & ACCT:****** has been Blocked Due to BVN system error;quickly call our helpline>> 09066545310 to open it under 24hours!!,spam
"ALERTZ~Dear customer,your ATM CARD & ACCT**********has been block due to bvn system error,kindly call our helpline <<<< 09033817307 to open it before 24hours ",spam
"Dear Customer, CENTRAL BANK OF NIGERIA HAS BLOCKED YOUR ATM DEBIT CARD DUE TO INCOMPLETE BVN REGISTRATION.CALL OUR HELP LINE ON-(08135691749) NOW!",spam
"TRALBANK OF NIGERIA HAS BLOCKED YOUR ACCOUNT & ATM CARD DUE TO INCOMPLETE BUN REGISTRATION,CALL CUSTOMER CARE @09063151006 TO RE-ACTIVATE",spam
"Dear Valued customer, Due to the new BVN policy by the CBN.Your ATM card has just been Deactivated to Reactivate kindly call BVN Room on 09031596955",spam
"Dear Customer, due to BVN registration, your ATM card has just been de-activated to reactvate kindly call our customer care Mr James on;08037145648 thanks(CBN)",spam
"Dear Customer,Due to the BVN validation in compliance with CBN bank directives your ATM card has been De activated contact customer care 07030866906 to activate",spam
"Dear costumer due to our Bvn system upgrade your ATM CARD has just been deactivated to re-activate, kindly call CBN costumer care 0092348106981315.",spam
"Dear costumer due to our Bvn system upgrade, your ATM CARD has just been de-activated to re-activate, kindly call CBN costumer care +2348032461002",spam
Your ATM Card Have Been List To Be Blocked. Why Because You Did Not Link Your ATM Card With Your BVN Number Call 08133873988 Now To Link Your ATM Now.,spam
DEAR due to our BVN system upgrade your ATM card has just been blocked to kindly call CBN customer care 08132673937.,spam
"Dear customer,Due to our BVN system upgrade your ATM CARD has just been de activated to reactivate call 08149300874 for help",spam
ATM Block: Dear customer your ATM CARD has been blocked due to BVN upgrade of the year quickly call 09056534667 to reactivate within 24 hours,spam
DEAR CUSTOMER CEN OF NIGERIA HAS BLOCK YOUR ATM/ACCT DUE TO INCOMPLETE BVN REGISTRATION TO UNLOCK CALL OUR HELPLINE ON 08137593464,spam
"Dear customer, CENTRAL BANK has blocked your account and ATM card due to incomplete BVN registration to re-activate kindly call the interswicth on 09038033750",spam
"Dear Customer, Due to our system upgrade, your ATM card has been de activated to re activate kindly call Customer Care Mr Charles on 09051433788",spam
Dear customer due to the BVN validation conpliance with CBN directive your ATM CARD has just been BLOCKED kindy call our customer care MR AYOMIDE 08109833569,spam
& Acct***** has been BLOCKED due to BVN system error call our helplaine>>08135071572 to reopen it within 24hours!!,spam
Dear Customer Due To Our PVN System Upgrade Your ATM CARD Have Been De-ativated To Re-ativate Kindly Call 08105255870,spam
ATM CARD BLOCKED.DEAR CUSTOMER CBN OF NIGERIA HAS BLOCKED YOUR ATM CARD DUE TO INCOMPLETE BVN REGISTRATION TO REACTIVATE CALL OUR CUSTOMER CARE ON 08108213061,spam
"DEAR CUSTOMER, DUE TO TO THE BVN SYSTEM VALIDATION IN COMPLIANCE WITH CBN BANK, YOUR ATM CARD HAS BEEN BLOCKED CALL CUSTOMER CARE ON 09066336818 NOW",spam
"Dear Customer:CBN Has block your ATM Debit CARD/ACCOUNT due to INCOMPLETE BVN registration, kindly call our help line on 08*9 for reactivation thanks",spam
"Dear customer, Due to BVN system upgrade your ATM CARD has been De-activated, to re-activate, kindly call customer care on 08065635084 for help",spam
BVN Alert! Your Acct/ATM CARD is BLOCK Desc:CBN/Your BVN NUMBER NOT ACTIVE Bol:UNAVALABLE kindly coll our customer care08I04094720 for help within 24hr.,spam
"ATM BLOCK:Dear customer, your ACCT and ATM card has been blacked by (CEN) due to ABVN error, quickly call our customer care line on 08162805509) to Reactivat ",spam
Dear customer due to BVN system upgrade your ATM CARD has been de-activated by CBN.TO re-activated call customer care 08143426209 for help,spam
Dear Customer due to your (BVN) registration incompliance with the (CBN) directives your (ATM)card have been blocked call are customer care on: (08134541051)now.,spam
Dear Valued customer Due to the new BVN policy by the CBN Your ATM card has just been Deactivate to Reactivate kindly call our customer care 09093561431 Thanks,spam
DEAR CUSTOMER YOUR ACCOUNT/ATM CARD IS BLOCKED DUE TO INCOMPLETE BVN REGISTRATION.CALL MR FRED ON 08155728179 TO RE ACTIVATE YOUR ATM CARD,spam
"Dear customer, Due to our system upgrade your ATM CARD has just been de-activated, to reactivate, kindly call Customer care, Mrs Rosemary on, 09037404174",spam
"Dear Valued Customer, The online registration for your Unique Identification Number (SVN) is incomplete. Please note that your ATM Debit card will be disabled from performing transactions Pending the registration of your ATM card on our new secure Guaranty Trust Bank/Interswitch platform as mandated by the Central Bank of NigeriaCBN) Failure to complete this process will result to permanent account termination as directed by Central Bank of Nigeria CBN). Copy and paste the link to Register: http:// bit.ly/1F298. This is a Mandatory Online Registration. GUARANTY ELECTRONIC NOTIFICATION SYSTEM. GTCONNECT 2015",spam
BVN ALERT Dear customer your ATM CARD & ACCT****has been bloked DUE to byn system error call our customer care line>>08118829126 to open it under 24hours,spam
"Hello Valued Customer CBN directive starting from July 1 2015 requires update of your BVN and token device and a failure in accordance to the request was received to terminate your firstOnline Account Please cancel this request to to avoid termination: Follow any of the references below I would like to update my Account for security I did not make this request cancel the termination request To make additional edits to your account, sign in through here www.firstbanknigria.com/FBN/login.aspx",spam
"CBN Dear Customer Due to the BVN validation in compliance with CBN bank directive, your ATM has been De activated Call our help line on 07030551731.",spam
"Dear customer, central bank has block your ATM CARD due to incomplete BVN registrantion call our help line on 09037985085 for reactivation",spam
Dear customer your ATM card & ACCT has been BLOCK due to BVN System error pls call our customer care on 09068042570 within 24Hrs,spam
Dear Customer Due to the new BVN Policy by CBN Your ATM CARD has been deactivated to reactivate call our BVN room an 09093559367 THANKS(CBN)BVN ROOM,spam
Dear Valued Customer This is to bring to your notice that your Access Online account has been listed to be De-activated. This is because you have not validated your Biometric Verification Number with your Access Online account.,spam
Dear CustomeDue to the BVN validation in compliance with CAN bank directives your ATM card has been De_activated call our help line on 07069660754,spam
Dear customer CBN has blocked your ACCT/ ATM debit carrd due to incomplete BVN registration Call our customer care 07067340601 To REACTIVATE,spam
"Bank Verification Number(BVN) activated, to reactivate call 07039757050 for confirmation of",spam
"Dear Customer, Dial  *565*2# to link your Bank Account to your BVN so as to avoid loss of funds which may apply to all Bank accounts without BVN.Costs N20 ",spam
"Dear customer. Due to our BVN system upgrade your ATM CARD has been Deactivated, To Reactivate kindly call MR BEN BELLO on 08104820090 from CBN.",spam
"Dear Valued Customer Please note that your ACCOUNT will be DISABLE to transact with your card internationally at the ATM POS or online without your Bank Verification Number (BVN).To continue enjoying convenience and safety with your Stanbic BTC account Kindly validated your Biometric Verification Number with your Stanbic BTCOnline account Follow the link START VALIDATION All information must be filled correctly, as failure to comply within 24hours will have your remote access blocked Signed Stanbic BTC Bank",spam
Visit FirstBank to register for your BVN before 31st October 2015 Already registered? Send an SMS to 08076664444 using BVN#youraccountnumber#B VN code. You First,spam
(BOA) Your account is limited. Please follow the link to securely update your personal information: bankofamerica.bofa-sms.com,spam
Your statement is ready for you to view online. Go to http://goo.gl/ak9t3k to view and manage your account.,spam
"Dear Customer, We need to validate your account please follow the link or visit the nearest branch. http://bit.ly/2lhlrKX RZS54",spam
This year you need to pay an extra tax on your super contributions known as Div293 We will soon send you a Div 293 Notice of Assessment. Remember to check this notice when it arrives as it contains important information about contributions To find out more go to ato.gov.ach/DIV203FirstTime,spam
"St George Bank Account will lock for invalid ip device, Only our website below safe, act now, verify corrct information SMS SCAM in this message Do not click any links ***.cc/srruhy http://***.cc/srruny",spam
"You received 3 Bitcoins (14 313,34 AUD) in your account, register immediately to accept the transfer. https://goo.gl/Sy5pVo and https://goo.gl/gTiQR3",spam
"Simon, your account has possibly been credited 1 BTC (4 842.31 AUD). register within 24h to accept the transfer. http://bit.ly/2gMcREt Opt out: NO",spam
your account may be suspended. Please complete verification: http://verification.westpac.icu,spam
"Hello, DBS Bank Just Announced new Software that will probably make hundreds of Singaporeans to become Millionaires, Check If You Qualify Tap to Load Preview",spam
*IMPORTANT MESSAGE FROM COMMBANK. Your NetBank access has been locked. We've had to lock your NetBank to help protect your security. To unlock your account please visit your nearest Commonwealth branch with photo ID or go to https://commnbank.com.au/netbank/lockout & follow the prompts.,spam
Dear Citizen (SXXXX) please sign up by 7 Nov 2018 at https://www.singaporebudget.gov.sg/sgbonus?sign to receive your SG Bonus of $ by Dec 2018. The final deadline to sign up is 31 Mar 2019 Dear Citizen (SXXXX ) your SG Bonus of $ will be paid to you by Dec 2018. More details are at https://www.singaporebudget.gov.sg/sgbonus?2018,spam
*IMPORTANT* NetBank Security requires you to authorise your device immediately or your account will be locked. You can do so here: https://commbank.com.au.serveo.net.id/MDQwMzI4OTkiMg==,spam
*IMPORTANT* NetBank Security requires you to authorise your device immediately or your account will be locked. You can do so here: https://commbank.com.au.serveo.net.id/MDQwMzI4OTkiMg==,spam
"St George Bank Detected unusual activity on your account, To avoid getting suspended, Re-verify your creditentials use link below ",spam
(e-Transfer) Canada Revenue Agency has sent you an INTERAC e-Transfer Click here to deposit your income tax return: http://tdcanadatrustwallet.com/etransfer,spam
Your bank account has been suspended. Click this link for details:,spam
"Due to a new legislation, those struggling with debt can now apply to have it written off. For Free information reply INFO or to opt-out text stop. Free Text!",spam
your Apple ID is due to expire today. To prevent termination confirm your details at http://appleidlogin.co.uk - Apple Support.,spam
You have an outstanding tax refund of 265.84GBP for tax year 15/16. Please fill out the following form to process your refund,spam
"Congratulations!!! Your number has won 350,000 Pounds in the Ongoing UK NOKIA PROMO. For claims, call: +447045730983 or",spam
This year you need to pay an extra tax on your super contributions known as Div293. We will soon send you a Div293 Notice of Assessment. Remember to check this notice when it arrives as it contains important information about,spam
"You have won RM16,000.00 in the Mega Million draw. To claim your prize please contact Mr. ABC Tel: 60332233223.",spam
-IMPORTANT- Unauthorised device. We have locked your Westen Online account. To authorises: https://westpac-live.1k/id/***,spam
Fairprice celebrates its 45th anniversary and gives away gift cards worth 400SGD each! I have just received one from here: http://fairprice.com/anniversary,spam
Alert for EBT card beginning with 5077 Please call 424-337-3175,spam
Confirmation: You set up new recipient on 29/07 at 16:49 18 from account ending If this was not you please call 03466020000 or -441132298302 from abroad ***Number spoofing test*** Please confirm your online banking PIN,spam
SG Bonus for you $200 is available! To take your bonus please confirm your identity here sg-gov.com/?65******,spam
"Dear Income Tax requires you to click the link below to submit a formal request for the remittance of your unclaimed overdue tax-refund of Rs 34,251. https://bit.ly/2UDXocu",spam
"Do you Approve the following NATIONWIDE online payment to Amazon online for 792.68 GBP. Please reply Y for YES. If no, call 08000096390 immediately.",spam
There was an error processing your credit card: a duplicate transaction of AUD 390.2 has been submitted. Unauthorised? Click here NetBank - Log on to NetBank - Enjoy simple and secure online banking fro… login.combank-acc.com,spam
Your account may be suspended and requires additional verification. https://support-verification -bendigobank.com/cgi Bendigo e-banking https://support-verification-bendigobank....,spam
Your access to Standard Chartered Online Banking has been blocked due to the pending update of your profile. bit.ly,spam
"Your Mobile No 040*****has won £6,500,000 GBP in the BET365 Jackpot, To redeem goto www.m65s.com click CLAIM enter Ref#: CC741170 Helpline: helpuk@post com",spam
PayPal Notification Your account has been temporarily suspended due to unauthorized login attempts. Confirm your details at Warning - bit.do Dildo,spam
Never Share this code for your bank OTP 1234 MAKE A NEW PAYMENT of $1000.00 to account ending in 9876. Please call us if this wasn’t you,spam
Halifax has noticed your Debit card was recently used at Virgin Online for 1480.00 GBP If you are not aware of this transaction call Fraud Prevention on 03333350287 Halifax has noticed your Debit card was recently used at HA Online for 776.00 GOP If you are not aware of this transaction call Fraud Prevention on 0333350668,spam
Free VZW Msg: You're on the phone with Verizon and just authenticated with an alternative method. Not you? Please call us at 800-922-0204 immediately.,spam
"Santander has noticed your debit card was recently used on 22-02-2017 17:14:03. at APPLE ONLINE STORE for 1976.00 GBP, not you please urgently call fraud prevention on 03036665458 or Intl +443036665458. Do not reply by SMS Bank Accounts, Savings, Loans and Hargapa Santander Santander LK This OTP is to AMEND A PAYEE on a payment. Don't share this code with anyone, Call us immediately if you didn't request this This OTP is to AMEND A PAYEE on a payment Don't share this code with anyone, Call us immediately if you didn't request this",spam
"Today is our 10 you anniversary! To celebrate, you can double your points balance just by logging in Click below!",spam
WELLS FARGO ALERT: Your CARD starting with 4868 has been DEACTIVATED. Please contact us at: 206-913-7695.,spam
"You have been selected for a FREE $1,000 Bestbuy Enter  Code: *FREE415* at www.bestbuy.com.bcty.biz to get yours now. Only 121 left! txt out to remove",spam
"Your BOI online access has been locked for security reasons Confirm your details below *** Bank of Ireland. Dear customer, your current account has been locked. Please log on to ** to follow the unlocking procedure. Bank of Ireland Security. Bank of ireland has noticed your card was recently on 22-01-2018 15:20:09 at *** for 2409.00 EUR. if not you please urgently call fraud preventions on *** or intl **.Do not reply by SMS",spam
"<CitiSG> Did you authorise a charge on your card/account ending 9783 at GOLDEN VILLAGE MULTIPL 63343266 SGP on 16/04/2018 for SGD 11.00. Yes, reply 1, No, reply 2. Reply to +659657 2484 if you are overseas. You may also cal Citibank at +65 6337 5519 for assistance.",spam
This is a fraud alert from HSBC. We need to verify recent transactions. Shortly you will receive a message from + 447537438060 with directions on how to respond. We may decline your card until we have a response. Standard network charges apply.,spam
"80% Off Louis Vuitton Handbags Save Up To 80% Off ! Free Shipping!Order Right Now! Snap it up : 2 .uk Get a discount of £5, Coupon code:whatsapp",spam
This Diwali book your spacious 2bhk apt @The Gateway Andheri (W).Pay 5 Lacs now bal on possession. Offer price 2.5 Cr all incl.RERA reg. Call Now 02261739799 ,spam
(We are sorry but your:BnkOfAmericaDEBIT is temporary locked My Phone Number ].) Visit: bankofamerica-7884.tbm5430.com/{EA3512D),spam
to use a new promotional balance transfer rate on your Virgin Credit Card ending f ees apply. Visit myvirginmoney.com/bt Your Virgin Money account has been temporarily deactivated. Reactivate it at,spam
